FID,OBJECTID,Id,categ,pend_porc,Fuente,id_pend,COD_COB25_,NOM_COB25,SIM_COB25,GEOLOGIA_1,GEOLOGIA_2,LATITUD_Y,LONGITUD_X,Elevacion,Pendiente,NOMBRE,CODIGO,DATO_ID,FECHA1,FECHA2,CONCAT,Long,Lat,ESTACIÓN,P_24H__mm_,P_3DIAS__m,P_7DIAS__m,P_10DIAS__,P15DIAS__m,P30DIAS__m,P60DIAS__m,P90DIAS__m
263,264,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,32210,Arbustal y matorral abierto alto de tierra firme,ABAFAL,TQj,Formacion Jamundi,3.330804002,-76.59098026,1324.638184,19.95822716,PANCE - CHORRERA,2622110103,264,1/3/2019 0:00,1/3/2019 0:00,1/3/2019PANCE - CHORRERA,-76.59098026,3.330804002,PANCE - CHORRERA,0,0,0,0,0.4,128.8,347.8,659
264,265,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,Qca2(RPan),Cono aluvial 2 rio Pance,3.316282405,-76.54856346,1011.331299,10.2058382,EL PALACIO,2622100102,265,12/18/2015 0:00,12/18/2015 0:00,12/18/2015EL PALACIO,-76.54856346,3.316282405,EL PALACIO,1,1,3,3,3,46,350.3,499.3
265,266,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.311037444,-76.56855709,1100.158203,29.0291214,EL PALACIO,2622100102,266,12/15/2015 0:00,12/15/2015 0:00,12/15/2015EL PALACIO,-76.56855709,3.311037444,EL PALACIO,2,2,2,2,2,89,374.3,500.3
266,267,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.312691776,-76.57079486,1132.690186,31.08509064,PANCE - CHORRERA,2622110103,267,8/3/2016 0:00,8/3/2016 0:00,8/3/2016PANCE - CHORRERA,-76.57079486,3.312691776,PANCE - CHORRERA,0,0,0.2,21.8,28.8,51.8,178.6,340.8
267,268,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23170,Pasto cultivado,PCU,TQj,Formacion Jamundi,3.292749725,-76.55621197,1001.548401,18.41129494,JAMUNDI,2622100202,268,12/11/2016 0:00,12/11/2016 0:00,12/11/2016EL PALACIO,-76.55621197,3.292749725,EL PALACIO,0,7,47,51,57,146,291,461
268,269,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,31111,Bosque mixto denso alto de tierra firme,BNDALT,Ql/Kv,Lateritas Formacion Volcanica,3.525279897,-76.59957589,1735.019775,15.77875328,VILLA ARACELLY,2622420104,269,12/29/2016 0:00,12/29/2016 0:00,12/29/2016AGUACATAL,-76.59957589,3.525279897,AGUACATAL,1,17,17.6,90.2,92.6,169,305,487.2
269,270,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,12211,Otras superficies artificiales sin construcción,OISC,Ql/Kv,Lateritas Formacion Volcanica,3.379253233,-76.55410085,1041.842407,13.28306198,NAPOLES,2622330108,270,12/7/2019 0:00,12/7/2019 0:00,12/7/2019NAPOLES,-76.55410085,3.379253233,NAPOLES,3,5,20.3,25.2,35.8,70.6,251.9,365.9
270,271,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.393090304,-76.55628517,973.2894287,3.669102669,NAPOLES,2622330108,271,12/9/2019 0:00,12/9/2019 0:00,12/9/2019NAPOLES,-76.55628517,3.393090304,NAPOLES,0,5,6.9,22.7,36.3,71.4,238.5,367.8
271,272,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.416037282,-76.55607628,978.0981445,8.584516525,IDEAS,2622330111,272,8/30/2016 0:00,8/30/2016 0:00,8/30/2016IDEAS,-76.55607628,3.416037282,IDEAS,0,0,0.2,0.2,12.2,13.4,28.6,173.7
272,273,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,41120,Ríos,RIO,Qca2(RPan),Cono aluvial 2 rio Pance,3.347882045,-76.57526531,1169.71106,9.114147186,LA RIVERITA,2622310103,273,8/1/2019 0:00,8/1/2019 0:00,8/1/2019LA RIVERITA,-76.57526531,3.347882045,LA RIVERITA,0,0,0.2,26.2,31.6,55.6,301.3,451.6
273,274,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,32310,Vegetación secundaria o transición,VEGSEC,Kv,Formacion Volcanica,3.434718253,-76.55011307,1043.167358,15.88753223,PLANTA RIO CALI,2622400103,274,12/10/2016 0:00,12/10/2016 0:00,12/10/2016PLANTA RIO CALI,-76.55011307,3.434718253,PLANTA RIO CALI,2,5,14.5,46.6,47.6,72.1,162.9,258.9
274,275,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.391226029,-76.55643388,973.211731,12.89175129,NAPOLES,2622330108,275,12/6/2019 0:00,12/6/2019 0:00,12/6/2019NAPOLES,-76.55643388,3.391226029,NAPOLES,0,2,17.9,22.3,41.1,70.2,249,363
275,276,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31311,Bosque mixto fragmentado con pastos y cultivos,BNFPNC,TOf,Formacion Ferreira,3.357660657,-76.56511469,1062.531494,9.301513672,LA RIVERITA,2622310103,276,12/21/2017 0:00,12/21/2017 0:00,12/21/2017LA RIVERITA,-76.56511469,3.357660657,LA RIVERITA,0,0,0,10.4,25.8,200.8,316.2,493.4
276,277,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23172,Pasto cultivado enmalezado,PCURA,TQj,Formacion Jamundi,3.320827761,-76.5642096,1167.014282,20.93723869,LA RIVERITA,2622310103,277,2/26/2017 0:00,2/26/2017 0:00,2/26/2017LA RIVERITA,-76.5642096,3.320827761,LA RIVERITA,0,4,7.8,8.2,72.7,92.5,212.3,336.7
277,278,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,Qca1(RPan),Cono aluvial 1 rio Pance,3.361629198,-76.54715718,1015.00885,10.10603619,LA RIVERITA,2622310103,278,8/22/2018 0:00,8/22/2018 0:00,8/22/2018LA RIVERITA,-76.54715718,3.361629198,LA RIVERITA,0,0,0,3.9,3.9,29.8,53.1,143.1
278,279,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12111,Otras superficies artificiales con construcción,OICC,Qca1(RPan),Cono aluvial 1 rio Pance,3.352086096,-76.56003671,1112.95166,26.72960281,LA RIVERITA,2622310103,279,12/4/2018 0:00,12/4/2018 0:00,12/4/2018LA RIVERITA,-76.56003671,3.352086096,LA RIVERITA,0,1,69.1,119,205,275.1,326.7,377.5
279,280,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,32211,Arbustal y matorral abierto bajo de tierra firme,ABAFBA,TQj,Formacion Jamundi,3.300967047,-76.56063237,1013.302002,43.15719986,JAMUNDI,2622100202,280,12/31/2015 0:00,12/31/2015 0:00,12/31/2015EL PALACIO,-76.56063237,3.300967047,EL PALACIO,0,0,0,0,5,7,137.3,464.3
280,281,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31212,Bosque mixto abierto bajo de tierra firme,BNABAJ,TQj,Formacion Jamundi,3.325169485,-76.55499252,1050.452026,12.34817886,LA RIVERITA,2622310103,281,7/19/2017 0:00,7/19/2017 0:00,7/19/2017LA RIVERITA,-76.55499252,3.325169485,LA RIVERITA,6,47,53,53,53.1,112,191.6,488
281,282,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.447845867,-76.53746611,1003.794495,7.771973133,COLEGIO SAN JUAN BOSCO,2622330101,282,8/14/2015 0:00,8/14/2015 0:00,8/14/2015PLANTA RIO CALI,-76.53746611,3.447845867,PLANTA RIO CALI,2,6,15.4,15.4,22,56,54.8,99.2
282,283,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Ql/Kv,Lateritas Formacion Volcanica,3.522212919,-76.60896296,1814.615479,12.78972626,SAN PABLO,2622420102,283,8/19/2018 0:00,8/19/2018 0:00,8/19/2018AGUACATAL,-76.60896296,3.522212919,AGUACATAL,0,2,2.4,2.4,2.4,75.8,91,348.6
283,284,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12111,Otras superficies artificiales con construcción,OICC,Qca2(RPan),Cono aluvial 2 rio Pance,3.331034234,-76.55029278,1047.817993,3.381697178,LA RIVERITA,2622310103,284,9/22/2018 0:00,9/22/2018 0:00,9/22/2018LA RIVERITA,-76.55029278,3.331034234,LA RIVERITA,0,0,1.4,46.5,46.5,50.8,80.6,103.2
284,285,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23170,Pasto cultivado,PCU,TQj,Formacion Jamundi,3.322902289,-76.55626342,1075.406006,24.65237236,LA RIVERITA,2622310103,285,9/20/2018 0:00,9/20/2018 0:00,9/20/2018LA RIVERITA,-76.55626342,3.322902289,LA RIVERITA,0,0,32.7,46.5,46.5,50.8,80.8,103.9
285,286,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31111,Bosque mixto denso alto de tierra firme,BNDALT,TQj,Formacion Jamundi,3.343510669,-76.56459205,1157.735596,7.161063671,LA RIVERITA,2622310103,286,9/19/2018 0:00,9/19/2018 0:00,9/19/2018LA RIVERITA,-76.56459205,3.343510669,LA RIVERITA,0,0,46.5,46.5,46.5,50.8,80.8,104.7
286,287,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23172,Pasto cultivado enmalezado,PCURA,Ql/Kv,Lateritas Formacion Volcanica,3.394609284,-76.58740649,1307.866089,27.47784424,LA FONDA,2622320101,287,10/1/2014 0:00,10/1/2014 0:00,10/1/2014LA FONDA CANTA CLARO,-76.58740649,3.394609284,LA FONDA CANTA CLARO,0,0,0,67,94,101,118,118
287,288,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,21130,Pino,PIN,Ql/Kv,Lateritas Formacion Volcanica,3.36517684,-76.6019106,1690.72937,14.36381626,LILI - SAN SEBASTIAN,2622310201,288,8/11/2014 0:00,8/11/2014 0:00,8/11/2014LILI - SAN SEBASTIAN,-76.6019106,3.36517684,LILI - SAN SEBASTIAN,0,12,17,17,17,25,146,170
288,289,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.439332303,-76.54376439,995.0872192,7.782928944,PLANTA RIO CALI,2622400103,289,8/2/2004 0:00,8/2/2004 0:00,8/2/2004PLANTA RIO CALI,-76.54376439,3.439332303,PLANTA RIO CALI,0,0,6,28,30,53,111,223
289,290,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.412625731,-76.57108931,1043.085571,13.9525795,IDEAS,2622330111,290,8/5/2016 0:00,8/5/2016 0:00,8/5/2016IDEAS,-76.57108931,3.412625731,IDEAS,0,0,0,22.2,24.1,24.2,137.9,326.9
290,291,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23170,Pasto cultivado,PCU,Qca1(RPan),Cono aluvial 1 rio Pance,3.367565837,-76.5536601,1020.099487,10.19723606,LA RIVERITA,2622310103,291,8/27/2018 0:00,8/27/2018 0:00,8/27/2018LA RIVERITA,-76.5536601,3.367565837,LA RIVERITA,0,0,1,1,4.9,30.3,53.2,135.1
291,292,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.440231096,-76.54093651,1004.852173,23.73952675,PLANTA RIO CALI,2622400103,292,9/30/2018 0:00,9/30/2018 0:00,9/30/2018PLANTA RIO CALI,-76.54093651,3.440231096,PLANTA RIO CALI,0,0,0.1,0.1,0.2,0.6,5.6,7.9
292,293,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,31111,Bosque mixto denso alto de tierra firme,BNDALT,Kv,Formacion Volcanica,3.488348867,-76.62198077,1995.63269,67.04980469,FELIDIA,2622400107,293,9/14/2018 0:00,9/14/2018 0:00,9/14/2018FELIDIA,-76.62198077,3.488348867,FELIDIA,6,23,27.4,27.4,53.6,56.8,159,226
293,294,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.391553703,-76.55441782,974.0512085,11.25243759,NAPOLES,2622330108,294,8/4/2017 0:00,8/4/2017 0:00,8/4/2017NAPOLES,-76.55441782,3.391553703,NAPOLES,0,0,0.1,0.1,0.1,23.7,137.8,271.7
294,295,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,Kv,Formacion Volcanica,3.493135777,-76.62018575,1942.332642,28.91055298,AGUACATAL,2622420103,295,8/21/2018 0:00,8/21/2018 0:00,8/21/2018AGUACATAL,-76.62018575,3.493135777,AGUACATAL,0,0,1.8,2.4,2.4,70.6,91,346.6
295,296,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.447223934,-76.5526408,1098.426392,21.27012825,PLANTA RIO CALI,2622400103,296,8/12/2005 0:00,8/12/2005 0:00,8/12/2005PLANTA RIO CALI,-76.5526408,3.447223934,PLANTA RIO CALI,0,0,2,11,11,21,140,333
296,297,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,Ql/Kv,Lateritas Formacion Volcanica,3.526316344,-76.59678173,1798.404297,29.50045967,VILLA ARACELLY,2622420104,297,9/11/2008 0:00,9/11/2008 0:00,9/11/2008AGUACATAL,-76.59678173,3.526316344,AGUACATAL,0,0,0,24,31,76,143,262
297,298,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.365178444,-76.55956758,1060.142578,40.16719055,LA RIVERITA,2622310103,298,9/21/2018 0:00,9/21/2018 0:00,9/21/2018LA RIVERITA,-76.55956758,3.365178444,LA RIVERITA,0,0,7.7,46.5,46.5,50.8,80.6,103.9
298,299,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,24140,Misceláneo de cultivos y espacios naturales,MSCULV,TOg,Formacion Guachinte,3.373733249,-76.59827839,1602.878174,26.36684799,LILI - SAN SEBASTIAN,2622310201,299,8/11/2016 0:00,8/11/2016 0:00,8/11/2016LILI - SAN SEBASTIAN,-76.59827839,3.373733249,LILI - SAN SEBASTIAN,0,0,0.4,0.4,0.4,33,93.2,247.8
299,300,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,TOg,Formacion Guachinte,3.415114676,-76.56289376,994.5440674,15.4314661,IDEAS,2622330111,300,8/12/2016 0:00,8/12/2016 0:00,8/12/2016IDEAS,-76.56289376,3.415114676,IDEAS,0,0,1.2,1.2,1.3,25.4,76.7,249.4
300,301,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,Ql/Kv,Lateritas Formacion Volcanica,3.406929647,-76.56966558,1035.927246,68.7237854,IDEAS,2622330111,301,8/2/2016 0:00,8/2/2016 0:00,8/2/2016IDEAS,-76.56966558,3.406929647,IDEAS,0,0,22.2,23.9,24.1,26.7,139.3,346.8
301,302,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31211,Bosque mixto abierto alto de tierra firme,BNAALT,Kv,Formacion Volcanica,3.365709702,-76.60899994,1769.608276,25.43001556,EL CARMELO,2622320104,302,8/11/2015 0:00,8/11/2015 0:00,8/11/2015EL CARMELO,-76.60899994,3.365709702,EL CARMELO,0,0,1.4,1.4,32.6,41.8,69.4,145.4
302,303,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.443829667,-76.54695173,1014.3479,24.16401672,PLANTA RIO CALI,2622400103,303,9/6/2015 0:00,9/6/2015 0:00,9/6/2015PLANTA RIO CALI,-76.54695173,3.443829667,PLANTA RIO CALI,0,0,0,0,0.7,21.3,60.7,64.9
303,304,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,32210,Arbustal y matorral abierto alto de tierra firme,ABAFAL,TQj,Formacion Jamundi,3.315695559,-76.56535441,1136.439209,19.9131012,LA RIVERITA,2622310103,304,8/29/2018 0:00,8/29/2018 0:00,8/29/2018LA RIVERITA,-76.56535441,3.315695559,LA RIVERITA,0,0,1,1,1,29.7,53.2,130.3
304,305,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Kv,Formacion Volcanica,3.438449836,-76.55615869,1189.263794,27.96790314,PLANTA RIO CALI,2622400103,305,8/2/2016 0:00,8/2/2016 0:00,8/2/2016PLANTA RIO CALI,-76.55615869,3.438449836,PLANTA RIO CALI,0,0,0.4,0.5,0.5,1.2,10.1,28.7
305,306,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.312023942,-76.56843515,1096.2948,21.51670837,EL PALACIO,2622100102,306,8/12/2014 0:00,8/12/2014 0:00,8/12/2014EL PALACIO,-76.56843515,3.312023942,EL PALACIO,0,3,4,4,4,10,49,120
306,307,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31111,Bosque mixto denso alto de tierra firme,BNDALT,Kv,Formacion Volcanica,3.412173907,-76.56295111,981.8302612,3.050461769,IDEAS,2622330111,307,8/14/2016 0:00,8/14/2016 0:00,8/14/2016IDEAS,-76.56295111,3.412173907,IDEAS,0,0,0,1.2,1.2,25.3,76.7,249.4
307,308,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,Kv,Formacion Volcanica,3.448895661,-76.57449012,1098.792969,49.38295364,CALI - BOCATOMA,2622400106,308,8/7/2020 0:00,8/7/2020 0:00,8/7/2020CALI - BOCATOMA,-76.57449012,3.448895661,CALI - BOCATOMA,0,0,0,0,0,22.8,76.8,182
308,309,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,Ql/Kv,Lateritas Formacion Volcanica,3.381673699,-76.57548649,1207.059204,14.45394611,LA FONDA,2622320101,309,9/5/2016 0:00,9/5/2016 0:00,9/5/2016LA FONDA CANTA CLARO,-76.57548649,3.381673699,LA FONDA CANTA CLARO,0,10,20,20,37,37,47,182
309,310,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.448690904,-76.54808365,1088.330811,17.43324089,PLANTA RIO CALI,2622400103,310,8/18/2016 0:00,8/18/2016 0:00,8/18/2016PLANTA RIO CALI,-76.54808365,3.448690904,PLANTA RIO CALI,0,0,0,0,0,0.5,8.5,19.5
310,311,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Qca1(RPan),Cono aluvial 1 rio Pance,3.355186239,-76.55347722,1077.534058,6.768587589,LA RIVERITA,2622310103,311,9/4/2018 0:00,9/4/2018 0:00,9/4/2018LA RIVERITA,-76.55347722,3.355186239,LA RIVERITA,0,0,3.3,3.3,4.3,8.2,44.2,93.4
311,312,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12111,Otras superficies artificiales con construcción,OICC,Ql/Kv,Lateritas Formacion Volcanica,3.386555506,-76.553308,981.3627319,7.350065708,NAPOLES,2622330108,312,9/4/2019 0:00,9/4/2019 0:00,9/4/2019NAPOLES,-76.553308,3.386555506,NAPOLES,0,0,0,0,0.3,3.3,54,140.8
312,313,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31212,Bosque mixto abierto bajo de tierra firme,BNABAJ,TQj,Formacion Jamundi,3.325837482,-76.56054414,1079.889038,17.34329605,LA RIVERITA,2622310103,313,8/20/2018 0:00,8/20/2018 0:00,8/20/2018LA RIVERITA,-76.56054414,3.325837482,LA RIVERITA,0,0,2,3.9,3.9,30,53.9,239.3
313,314,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12211,Otras superficies artificiales sin construcción,OISC,Qal,Depositos aluviales,3.413007812,-76.55790154,976.93573,10.76036072,IDEAS,2622330111,314,8/5/2016 0:00,8/5/2016 0:00,8/5/2016IDEAS,-76.55790154,3.413007812,IDEAS,0,0,0,22.2,24.1,24.2,137.9,326.9
314,315,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31111,Bosque mixto denso alto de tierra firme,BNDALT,TQj,Formacion Jamundi,3.344070957,-76.56154676,1148.995728,32.60607529,LA RIVERITA,2622310103,315,8/14/2018 0:00,8/14/2018 0:00,8/14/2018LA RIVERITA,-76.56154676,3.344070957,LA RIVERITA,2,4,3.9,8.8,28.7,32.4,78.8,259.1
315,316,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31212,Bosque mixto abierto bajo de tierra firme,BNABAJ,Qca2(RPan),Cono aluvial 2 rio Pance,3.348081318,-76.57639281,1181.661743,17.57177162,LA RIVERITA,2622310103,316,8/15/2019 0:00,8/15/2019 0:00,8/15/2019LA RIVERITA,-76.57639281,3.348081318,LA RIVERITA,0,0,0,0,0,31.6,147.9,380.9
316,317,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Ql/Kv,Lateritas Formacion Volcanica,3.497174243,-76.6180677,1890.687622,19.5093956,AGUACATAL,2622420103,317,8/31/2019 0:00,8/31/2019 0:00,8/31/2019AGUACATAL,-76.6180677,3.497174243,AGUACATAL,0,0,0,0,0.4,12.6,33.4,138.8
317,318,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,Qca2(RPan),Cono aluvial 2 rio Pance,3.315377774,-76.54949228,1010.570251,12.94794464,EL PALACIO,2622100102,318,8/10/2018 0:00,8/10/2018 0:00,8/10/2018EL PALACIO,-76.54949228,3.315377774,EL PALACIO,0,0,0,22,64,93,138,340
318,319,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,32210,Arbustal y matorral abierto alto de tierra firme,ABAFAL,TQj,Formacion Jamundi,3.318904713,-76.56715489,1162.220459,12.44734573,LA RIVERITA,2622310103,319,8/15/2018 0:00,8/15/2018 0:00,8/15/2018LA RIVERITA,-76.56715489,3.318904713,LA RIVERITA,0,4,3.9,3.9,28.7,32.4,78.8,252.8
319,320,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,31211,Bosque mixto abierto alto de tierra firme,BNAALT,TOg,Formacion Guachinte,3.49773281,-76.55852226,1398.259766,19.11074257,AGUACATAL-MONTEBELLO,2622420101,320,8/10/2004 0:00,8/10/2004 0:00,8/10/2004AGUACATAL-MONTEBELLO,-76.55852226,3.49773281,AGUACATAL-MONTEBELLO,0,0,0,0,0,8,33,189
320,321,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31311,Bosque mixto fragmentado con pastos y cultivos,BNFPNC,TOf,Formacion Ferreira,3.355980791,-76.5629978,1109.234741,25.43808746,LA RIVERITA,2622310103,321,8/7/2018 0:00,8/7/2018 0:00,8/7/2018LA RIVERITA,-76.5629978,3.355980791,LA RIVERITA,0,5,24.8,25.4,25.9,34.3,79.9,322.6
321,322,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31211,Bosque mixto abierto alto de tierra firme,BNAALT,Kv,Formacion Volcanica,3.450547982,-76.57950672,1113.445068,17.43528748,CALI - BOCATOMA,2622400106,322,9/16/2015 0:00,9/16/2015 0:00,9/16/2015CALI - BOCATOMA,-76.57950672,3.450547982,CALI - BOCATOMA,0,0,0,2.2,3,3.2,62.2,64.8
322,323,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31211,Bosque mixto abierto alto de tierra firme,BNAALT,Kv,Formacion Volcanica,3.365537685,-76.60566649,1722.909058,17.78724289,LILI - SAN SEBASTIAN,2622310201,323,8/1/2016 0:00,8/1/2016 0:00,8/1/2016LILI - SAN SEBASTIAN,-76.60566649,3.365537685,LILI - SAN SEBASTIAN,0,0,15.6,27.4,32.4,44.6,166,357.4
323,324,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,Qca1(RPan),Cono aluvial 1 rio Pance,3.358897167,-76.54598219,1028.093506,12.37767601,LA RIVERITA,2622310103,324,8/20/2018 0:00,8/20/2018 0:00,8/20/2018LA RIVERITA,-76.54598219,3.358897167,LA RIVERITA,0,0,2,3.9,3.9,30,53.9,239.3
324,325,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,TQj,Formacion Jamundi,3.30938273,-76.57159558,1094.031372,17.56897354,PANCE - CHORRERA,2622110103,325,8/11/2012 0:00,8/11/2012 0:00,8/11/2012PANCE - CHORRERA,-76.57159558,3.30938273,PANCE - CHORRERA,2,2,2,2,35,64,69,390
325,326,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,Qca2(RPan),Cono aluvial 2 rio Pance,3.313651934,-76.54711905,1006.520874,9.845290184,EL PALACIO,2622100102,326,9/3/2016 0:00,9/3/2016 0:00,9/3/2016EL PALACIO,-76.54711905,3.313651934,EL PALACIO,0,12,25,25,25,28,54,130
326,327,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,Qca2(RPan),Cono aluvial 2 rio Pance,3.312805086,-76.54703838,1004.06665,6.960438728,EL PALACIO,2622100102,327,9/9/2018 0:00,9/9/2018 0:00,9/9/2018EL PALACIO,-76.54703838,3.312805086,EL PALACIO,0,0,0,0,0,25,118,163
327,328,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23170,Pasto cultivado,PCU,Kv,Formacion Volcanica,3.368237031,-76.60474814,1774.016602,20.66901779,LILI - SAN SEBASTIAN,2622310201,328,8/16/2016 0:00,8/16/2016 0:00,8/16/2016LILI - SAN SEBASTIAN,-76.60474814,3.368237031,LILI - SAN SEBASTIAN,0,0,0.4,0.8,1,33.4,87.8,237.8
328,329,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.389878911,-76.55305706,973.5373535,8.925033569,NAPOLES,2622330108,329,9/2/2019 0:00,9/2/2019 0:00,9/2/2019NAPOLES,-76.55305706,3.389878911,NAPOLES,0,0,0,0,2.5,3.3,57.1,146
